LotFrontageSF,LotAreaSF,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMaterial,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,FirstFlrSF,SecondFlrSF,GrLivArea,GarageType,GarageYrBlt,GarageCars,GarageSF,GarageQual,WoodDeckSF,OpenPorchSF,MiscFeature,SalePrice
24,2544,Townhouse,2 Story,7,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,600,GasA,5,Yes,520,623,1223,Detached,2005,2,480,3,0,166,None,147400
80,11900,Single Family Detached,1 Story,6,5,1957,1957,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,1040,1392,GasA,3,Yes,1392,0,1392,Attached,1957,2,458,3,0,0,None,166000
30,3180,Townhouse End Unit,2 Story,7,5,2005,2005,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,600,GasA,5,Yes,520,600,1200,Detached,2005,2,480,3,0,166,None,151000
44,9548,Single Family Detached,2 Story,7,6,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,483,941,GasA,5,Yes,941,888,1829,Attached,2003,2,613,3,192,39,None,237000
100,10004,Single Family Detached,1 Story,6,6,1964,1964,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,196,1516,GasA,3,Yes,1516,0,1516,Attached,1964,2,472,3,0,0,None,167000
75,7875,Single Family Detached,1 Story,5,6,1961,1961,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,572,1144,GasA,4,Yes,1144,0,1144,Attached,1961,2,456,3,0,0,None,139950
60,9600,Single Family Detached,1 Story,4,7,1950,1995,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,442,1067,GasA,3,Yes,1067,0,1067,Attached,1996,2,436,3,290,0,None,128000
90,8100,Single Family Detached,1 Story,5,6,1948,1973,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,338,1559,GasA,4,Yes,1559,0,1559,Detached,1948,2,812,3,0,116,None,153500
21,1680,Townhouse,2 Story,6,5,1973,1973,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,330,483,GasA,3,Yes,483,504,987,Detached,1973,1,264,3,0,0,None,100000
75,9525,Single Family Detached,1 Story,5,6,1995,2006,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,1099,GasA,5,Yes,1099,0,1099,Attached,1999,1,352,3,278,0,None,144000
70,11767,Single Family Detached,1.5 Story,5,6,1946,1995,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,352,768,GasA,5,Yes,768,432,1200,Detached,1946,1,240,3,0,0,None,130500
0,12155,Single Family Detached,2 Story,6,8,1925,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,156,672,GasA,3,No,810,672,1482,Detached,1934,1,400,3,0,0,None,140000
60,10440,Single Family Detached,2 Story,5,8,1904,2002,Gable,Standard Composite Shingle,3,3,Poured Concrete,3,3,0,650,GasA,4,Yes,958,581,1539,Detached,1983,2,686,4,70,78,None,157500
82,9020,Single Family Detached,Split Level,6,7,1966,1966,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,312,1127,GasA,3,Yes,1165,0,1165,Attached,1966,2,490,4,0,129,None,174900
80,8000,Duplex,1 Story,5,4,1961,1961,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,1800,GasA,5,No,1800,0,1800,None,1961,0,0,0,0,0,None,141000
100,12665,Single Family Detached,1.5 Story,5,8,1915,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,876,GasA,4,Yes,876,540,1416,Detached,1949,3,720,3,418,0,None,153900
0,16647,Single Family Detached,Split Foyer,5,5,1975,1981,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,1390,1390,GasA,3,Yes,1701,0,1701,Basement Garage,1975,2,611,3,0,0,None,171000
75,9317,Single Family Detached,2 Story,7,5,1993,1993,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,513,740,GasA,5,Yes,1006,769,1775,Attached,1993,2,425,3,234,72,None,213000
36,15523,Single Family Detached,1 Story,5,6,1972,1972,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,460,864,GasA,5,Yes,864,0,864,Attached,1972,1,338,3,0,0,None,133500
75,45600,Single Family Detached,1.5 Story,6,8,1908,1997,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,907,GasA,3,Yes,1307,1051,2358,Detached,1908,2,360,2,486,40,None,240000
80,9600,Single Family Detached,Split Level,6,7,1976,1994,Hip,Standard Composite Shingle,4,4,Cinder Block,3,3,0,528,GasA,5,Yes,1094,761,1855,Attached,1976,2,512,3,113,100,None,187000
36,4435,Townhouse End Unit,1 Story,6,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,659,848,GasA,5,Yes,848,0,848,Attached,2003,2,420,3,140,0,None,131500
0,3196,Townhouse End Unit,1 Story,8,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1273,GasA,5,Yes,1456,0,1456,Attached,2003,2,400,3,143,20,None,215000
53,7128,Single Family Detached,2.5 Story,7,5,1941,1950,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,364,918,GasA,4,Yes,918,728,1646,Detached,1941,1,240,3,0,0,None,164000
0,12095,Single Family Detached,Split Level,6,6,1964,1964,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,564,1127,GasA,3,Yes,1445,0,1445,Attached,1964,2,645,3,180,0,None,158000
102,17920,Single Family Detached,1 Story,5,4,1955,1974,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,306,1763,GasA,3,Yes,1779,0,1779,Attached,1955,2,454,3,0,418,None,170000
0,6897,Single Family Detached,1 Story,5,8,1962,2010,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,659,1040,GasA,5,Yes,1040,0,1040,Detached,1962,1,260,3,0,104,None,127000
0,10970,Single Family Detached,Split Level,6,6,1978,1978,Gable,Standard Composite Shingle,3,3,Cinder Block,4,4,505,940,GasA,3,Yes,1026,0,1026,Detached,1981,2,576,3,0,0,None,147000
65,8125,Single Family Detached,2 Story,6,5,1994,1995,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,702,GasA,4,Yes,702,779,1481,Attached,1994,2,343,3,0,36,None,174000
80,10400,Single Family Detached,1 Story,7,5,1976,1976,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,0,1090,GasA,3,Yes,1370,0,1370,Attached,1976,2,479,3,0,0,None,152000
0,11029,Single Family Detached,2 Story,6,7,1968,1984,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,619,1054,GasA,3,Yes,1512,1142,2654,Attached,1968,2,619,3,0,65,None,250000
55,7642,Single Family Detached,1.5 Story,7,8,1918,1998,Gable,Standard Composite Shingle,4,3,Brick & Tile,3,3,0,912,GasA,4,Yes,912,514,1426,Detached,1925,1,216,3,0,240,None,189950
75,11625,Two Family Conversion,1 Story,5,4,1965,1965,Hip,Standard Composite Shingle,3,3,Poured Concrete,3,3,841,1039,GasA,5,Yes,1039,0,1039,Attached,1965,2,504,3,0,0,None,131500
81,9672,Single Family Detached,1 Story,6,5,1984,1985,Hip,Standard Composite Shingle,3,3,Poured Concrete,4,3,338,1040,GasA,3,Yes,1097,0,1097,Attached,1986,2,480,3,0,0,None,152000
70,7931,Single Family Detached,1 Story,5,5,1959,1959,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,1148,1148,GasA,3,Yes,1148,0,1148,Attached,1959,1,672,3,0,0,None,132500
72,8640,Single Family Detached,1 Story,7,5,2007,2008,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,0,1372,GasA,5,Yes,1372,0,1372,Attached,2008,2,529,3,0,140,None,250580
0,8750,Single Family Detached,1 Story,5,6,1970,1970,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,828,1002,GasA,3,Yes,1002,0,1002,Detached,1973,2,902,3,0,0,None,148500
67,10656,Single Family Detached,1 Story,8,5,2006,2007,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1638,GasA,5,Yes,1646,0,1646,Attached,2007,3,870,3,192,80,None,248900
85,6970,Single Family Detached,1 Story,4,5,1961,1961,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,932,1040,GasA,3,Yes,1120,0,1120,Attached,1961,2,544,3,168,0,Shed,129000
0,14762,Single Family Detached,2 Story,5,6,1948,1950,Gable,Standard Composite Shingle,3,3,Slab,0,0,0,0,GasA,4,Yes,1547,720,2320,Attached,1979,2,672,3,120,144,None,169000
80,9938,Single Family Detached,2 Story,7,5,1993,1994,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,750,1050,GasA,5,Yes,1062,887,1949,Attached,1993,2,574,3,156,90,None,236000
60,6600,Single Family Detached,1 Story,5,5,1962,1962,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,0,894,GasA,4,No,894,0,894,Detached,1962,1,308,3,0,0,None,109500
70,8750,Single Family Detached,2 Story,6,5,1998,1998,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,505,804,GasA,5,Yes,804,878,1682,Attached,1998,2,523,3,0,77,None,200500
74,8892,Single Family Detached,1 Story,5,7,1953,1996,Gable,Standard Composite Shingle,4,3,Stone,3,3,0,105,GasA,4,Yes,910,0,910,Attached,1953,2,414,3,196,0,None,116000
60,12144,Single Family Detached,1 Story,5,7,1949,1950,Gable,Standard Composite Shingle,4,3,Cinder Block,3,3,375,832,GasA,4,Yes,1036,0,1268,Attached,1949,1,288,3,0,28,None,133000
52,5720,Single Family Detached,1.5 Story,5,6,1941,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,676,GasA,5,Yes,676,455,1131,Detached,1941,1,200,3,26,0,None,66500
75,9000,Single Family Detached,2 Story,8,5,2007,2007,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,64,1184,GasA,5,Yes,1184,1426,2610,Built-In,2007,2,550,3,208,364,None,303477
94,25286,Single Family Detached,1 Story,4,5,1963,1963,Gable,Standard Composite Shingle,3,3,Poured Concrete,3,3,633,1064,GasA,4,Yes,1040,0,1040,Attached,1963,2,648,3,0,0,None,132250
74,8834,Single Family Detached,2 Story,9,5,2004,2005,Hip,Standard Composite Shingle,4,3,Poured Concrete,5,3,1170,1462,GasA,5,Yes,1462,762,2224,Attached,2004,3,738,3,184,0,None,350000
88,11782,Single Family Detached,Split Foyer,5,7,1961,1995,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,899,1109,GasA,3,Yes,1155,0,1155,Detached,1987,2,576,3,192,0,Shed,148000
0,7000,Single Family Detached,1 Story,5,8,1978,2005,Gable,Standard Composite Shingle,4,4,Cinder Block,3,3,646,864,GasA,5,Yes,864,0,864,Attached,1978,1,336,3,0,0,None,136500
60,7024,Single Family Detached,1 Story,5,5,2005,2006,Gable,Standard Composite Shingle,3,3,Poured Concrete,5,4,980,1090,GasA,4,Yes,1090,0,1090,Attached,2005,2,450,3,0,49,None,157000
44,13758,Single Family Detached,1.5 Story,7,5,1990,1991,Gable,Standard Composite Shingle,4,4,Cinder Block,4,3,902,1156,GasA,5,Yes,1187,530,1717,Attached,1990,2,400,3,168,36,None,187500
0,9636,Single Family Detached,2 Story,6,5,1992,1993,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,808,GasA,4,Yes,808,785,1593,Built-In,1993,2,389,3,342,40,None,178000
60,6204,Single Family Detached,2.5 Story,4,5,1912,1950,Gable,Standard Composite Shingle,4,3,Poured Concrete,3,2,0,795,GasA,3,No,954,795,2230,Detached,1997,1,440,3,0,188,None,118500
65,7150,Single Family Detached,1 Story,5,5,1967,1967,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,432,892,GasA,3,Yes,892,0,892,Attached,1967,1,288,3,0,0,None,100000
50,5119,Townhouse End Unit,1 Story,9,5,1999,2000,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,1238,1698,GasA,5,Yes,1709,0,1709,Attached,1999,2,506,3,97,65,None,328900
70,8393,Duplex,1 Story,5,5,1959,2005,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,528,1626,GasA,5,Yes,1712,0,1712,Attached,2005,2,588,3,272,54,None,145000
59,16466,Single Family Detached,1.5 Story,5,7,1955,1955,Gable,Standard Composite Shingle,3,4,Poured Concrete,3,3,0,816,GasA,3,Yes,872,521,1393,Attached,1955,1,300,3,121,0,None,135500
95,15865,Single Family Detached,1 Story,8,6,1970,1970,Flat,Tar & Gravel,4,4,Poured Concrete,3,4,351,2217,GasA,5,Yes,2217,0,2217,Attached,1970,2,621,3,81,207,None,268000
128,12160,Single Family Detached,1 Story,6,4,1953,1953,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,1024,1505,GasA,5,Yes,1505,0,1505,Attached,1953,2,505,3,0,0,None,149500
60,8064,Single Family Detached,1.5 Story,5,7,1949,2006,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,0,672,GasA,5,Yes,672,252,924,Detached,2003,2,576,3,0,0,Shed,122900
70,11184,Single Family Detached,2 Story,6,5,1978,1978,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,226,918,GasA,4,Yes,918,765,1683,Attached,1978,2,440,3,243,0,None,172500
70,8414,Single Family Detached,1 Story,6,8,1963,2003,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,663,1059,GasA,3,Yes,1068,0,1068,Attached,1963,1,264,3,192,0,None,154500
0,13284,Single Family Detached,1 Story,5,5,1954,1954,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,1064,1383,GasA,3,Yes,1383,0,1383,Attached,1954,1,354,3,511,116,None,165000
64,7018,Duplex,1 Story,5,5,1979,1979,Gable,Standard Composite Shingle,3,3,Slab,0,0,0,0,GasA,3,Yes,1535,0,1535,Attached,1979,2,400,3,0,0,None,118858
71,7056,Single Family Detached,2 Story,6,5,1963,1963,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,400,780,GasA,3,Yes,983,813,1796,Attached,1963,2,483,3,0,50,None,140000
50,8765,Single Family Detached,1 Story,4,6,1936,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,285,951,GasA,5,No,951,0,951,Detached,1936,1,327,3,0,28,None,106500
64,7018,Duplex,2 Story,5,5,1979,1979,Gable,Standard Composite Shingle,3,3,Slab,0,0,0,0,GasA,3,Yes,1120,1120,2240,Detached,1979,2,528,3,154,0,None,142953
100,12919,Single Family Detached,1 Story,9,5,2009,2010,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,2188,2330,GasA,5,Yes,2364,0,2364,Attached,2009,3,820,3,0,67,None,611657
65,6993,Single Family Detached,1 Story,5,7,1961,1994,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,465,912,GasA,3,Yes,1236,0,1236,Attached,1961,1,288,3,0,0,None,135000
0,7340,Single Family Detached,1 Story,4,6,1971,1971,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,322,858,GasA,3,Yes,858,0,858,Detached,1979,1,684,3,0,0,None,110000
64,8712,Single Family Detached,1 Story,5,7,1957,2000,Hip,Standard Composite Shingle,3,4,Cinder Block,3,3,860,992,GasA,3,Yes,1306,0,1306,Detached,1968,1,756,3,0,0,None,153000
63,7875,Single Family Detached,2 Story,7,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,783,GasA,5,Yes,807,702,1509,Attached,2003,2,393,3,0,75,None,180000
50,14859,Single Family Detached,1 Story,7,5,2006,2006,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1670,GasA,5,Yes,1670,0,1670,Attached,2006,3,690,3,144,60,None,240000
0,6173,Single Family Detached,1 Story,5,6,1967,1967,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,599,876,GasA,3,Yes,902,0,902,Attached,1967,1,288,3,0,0,None,125500
80,9920,Single Family Detached,1 Story,5,5,1954,1954,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,354,1056,GasA,3,Yes,1063,0,1063,Attached,1954,1,280,3,0,0,None,128000
116,13501,Single Family Detached,1 Story,8,5,2006,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,63,1623,GasA,5,Yes,1636,0,1636,Attached,2006,3,865,3,0,60,None,255000
86,11500,Single Family Detached,1.5 Story,7,7,1936,1987,Gable,Standard Composite Shingle,4,3,Cinder Block,4,3,223,1017,GasA,4,Yes,1020,1037,2057,Attached,1936,1,180,2,0,0,None,250000
0,8885,Single Family Detached,1 Story,5,5,1983,1983,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,301,864,GasA,3,Yes,902,0,902,Attached,1983,2,484,3,164,0,None,131000
149,12589,Single Family Detached,2 Story,6,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,742,GasA,5,Yes,742,742,1484,Attached,2005,2,390,3,36,24,None,174000
80,11600,Duplex,2 Story,5,5,1960,1960,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,443,1105,GasA,3,Yes,1105,1169,2274,Detached,1960,2,480,3,0,0,None,154300
0,9286,Single Family Detached,1 Story,5,7,1977,1989,Gable,Standard Composite Shingle,3,3,Cinder Block,4,4,196,1268,GasA,3,Yes,1268,0,1268,Detached,1978,1,252,3,173,0,None,143500
51,6120,Single Family Detached,1 Story,5,7,1925,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,489,768,GasA,3,No,1015,0,1015,Detached,1925,1,450,3,0,0,Shed,88000
82,6270,Duplex,2 Story,5,6,1949,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,284,1001,GasA,3,No,1001,1001,2002,More than one type,1949,3,871,3,0,0,Second Garage,145000
30,3000,Townhouse End Unit,2 Story,6,5,2009,2009,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,294,612,GasA,5,Yes,612,612,1224,Detached,2009,2,528,3,0,234,None,173733
21,2001,Townhouse,2 Story,4,5,1970,1970,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,546,GasA,2,Yes,546,546,1092,Attached,1970,1,286,3,0,0,None,75000
50,9000,Single Family Detached,1 Story,2,3,1949,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,50,480,GasA,3,No,480,0,480,Detached,1958,1,308,3,0,0,None,35311
0,17140,Single Family Detached,1 Story,4,6,1956,1956,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,1059,1134,GasA,5,Yes,1229,0,1229,Attached,1956,1,284,3,0,0,None,135000
103,13125,Single Family Detached,2 Story,7,5,1991,1991,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,48,1104,GasA,5,Yes,912,1215,2127,Attached,1991,3,833,3,72,192,None,238000
87,11029,Single Family Detached,1 Story,6,8,1958,2002,Hip,Standard Composite Shingle,5,3,Cinder Block,4,3,528,1184,GasA,5,Yes,1414,0,1414,Attached,1990,2,601,3,0,51,None,176500
70,8462,Single Family Detached,2 Story,6,5,1994,1994,Gable,Standard Composite Shingle,4,4,Poured Concrete,4,4,814,928,GasA,5,Yes,936,785,1721,Attached,1994,2,471,3,300,87,None,201000
67,8777,Duplex,1.5 Story,5,7,1900,2003,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,1084,1272,GasA,4,Yes,1272,928,2200,None,1900,0,0,0,0,70,None,145900
65,10237,Single Family Detached,1 Story,6,5,2005,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,28,1316,GasA,5,Yes,1316,0,1316,Attached,2005,2,397,3,100,0,None,169990
50,8012,Townhouse End Unit,1 Story,6,5,1993,1994,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,165,1604,GasA,5,Yes,1617,0,1617,Attached,1993,2,533,3,0,69,None,193000
79,10240,Single Family Detached,1 Story,6,6,1980,1980,Gable,Standard Composite Shingle,3,4,Cinder Block,4,3,625,1686,GasA,3,Yes,1686,0,1686,Attached,1980,2,612,3,384,131,None,207500
0,15611,Single Family Detached,1 Story,5,6,1977,1977,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,767,1126,GasA,3,Yes,1126,0,1126,Attached,1977,2,540,3,180,0,None,175000
93,11999,Single Family Detached,2 Story,8,5,2003,2004,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1181,GasA,5,Yes,1234,1140,2374,Built-In,2003,3,656,3,104,100,None,285000
0,9900,Single Family Detached,2 Story,7,5,1968,1968,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,552,832,GasA,4,Yes,1098,880,1978,Attached,1968,2,486,3,0,43,None,176000
0,11838,Single Family Detached,1 Story,8,5,2001,2001,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1753,GasA,5,Yes,1788,0,1788,Attached,2001,2,522,3,202,151,None,236500
0,13006,Single Family Detached,2 Story,7,5,1997,1997,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,964,GasA,4,Yes,993,1243,2236,Built-In,1997,2,642,3,0,0,None,222000
73,8925,Single Family Detached,1 Story,8,5,2007,2007,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,16,1466,GasA,5,Yes,1466,0,1466,Attached,2007,3,610,3,100,18,None,201000
70,9100,Single Family Detached,1 Story,5,6,1965,1965,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,338,925,GasA,5,Yes,925,0,925,Detached,1965,1,429,3,0,0,None,117500
84,11670,Single Family Detached,1 Story,9,5,2006,2006,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,4,0,1905,GasA,5,Yes,1905,0,1905,Attached,2006,3,788,3,0,191,None,320000
63,8487,Single Family Detached,1 Story,7,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,20,1500,GasA,5,Yes,1500,0,1500,Attached,2004,2,570,3,192,36,None,190000
313,27650,Single Family Detached,1 Story,7,7,1960,2007,Flat,Tar & Gravel,3,3,Cinder Block,4,3,425,585,GasA,5,Yes,2069,0,2069,Attached,1960,2,505,3,0,0,None,242000
52,5825,Single Family Detached,1 Story,4,5,1926,1953,Gable,Standard Composite Shingle,3,4,Poured Concrete,2,3,0,600,GasA,4,Yes,747,0,747,Detached,1953,2,528,3,0,0,None,79900
67,10083,Single Family Detached,1 Story,7,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,833,1176,GasA,5,Yes,1200,0,1200,Attached,2003,2,555,3,0,41,None,184900
75,9675,Single Family Detached,2 Story,7,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,341,1113,GasA,5,Yes,1113,858,1971,Attached,2005,2,689,3,0,48,None,253000
73,8760,Single Family Detached,2 Story,7,5,2006,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,4,464,1391,GasA,5,Yes,1391,571,1962,Attached,2006,3,868,3,0,90,None,239799
0,24090,Single Family Detached,2 Story,7,7,1940,1950,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,0,1032,GasA,5,Yes,1207,1196,2403,Attached,1940,1,349,3,56,0,None,244400
55,12640,Duplex,1 Story,6,5,1976,1976,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,936,1728,GasA,3,Yes,1728,0,1728,Attached,1976,2,574,3,40,0,None,150900
0,8755,Single Family Detached,2 Story,7,5,1999,1999,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,772,992,GasA,5,Yes,1022,1038,2060,Built-In,1999,2,390,3,0,0,None,214000
42,7711,Duplex,1 Story,4,3,1977,1977,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,1440,1440,GasA,3,Yes,1440,0,1440,None,1977,0,0,0,321,0,None,150000
100,25000,Duplex,1 Story,5,4,1967,1967,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,1632,GasA,3,Yes,1632,0,1632,Attached,1967,2,576,3,0,0,None,143000
0,14375,Single Family Detached,Split Level,6,6,1958,1958,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,111,819,GasA,4,Yes,1344,0,1344,Basement Garage,1958,2,525,3,0,118,None,137500
98,8820,Single Family Detached,1.5 Story,5,6,1890,1996,Hip,Standard Composite Shingle,3,3,Brick & Tile,3,3,1088,1088,GasA,3,Yes,1188,561,1869,Detached,1963,2,456,3,48,0,None,124900
70,8163,Single Family Detached,Split Level,5,6,1959,1959,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,748,1144,GasA,3,Yes,1144,0,1144,Attached,1959,1,796,3,86,0,None,143000
85,14536,Single Family Detached,1 Story,8,5,2002,2003,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,1300,1616,GasA,5,Yes,1629,0,1629,Attached,2002,3,808,3,0,252,None,270000
65,14006,Single Family Detached,2 Story,7,5,2002,2002,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,936,GasA,5,Yes,936,840,1776,Attached,2002,2,474,3,144,96,None,192500
78,9360,Single Family Detached,1 Story,6,7,1972,2006,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,982,1161,GasA,3,Yes,1381,0,1381,Attached,1972,2,676,3,0,0,None,197500
